id,title,authors,subjects,bookshelves,summary,download_count,reading_ease_score,issued,cover_image,text_url,source_url,removed_from_catalog
89,"North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions",Canada,"Canada. Treaties, etc. 1992 Oct. 7; Foreign trade regulation -- North America; Free trade -- Canada; Free trade -- Mexico; Free trade -- North America; Free trade -- United States; Tariff -- Law and legislation -- North America",Category: Economics; Category: Law & Criminology; Category: Politics,"""North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions"" is a legal and economic document, likely drafted in the early 1990s, concerning the guidelines and regulations surrounding trade relations among Canada, Mexico, and the United States. This work primarily focuses on provisions relating to tariff elimination, trade in goods, government procurement, investment, and various regulatory frameworks aimed at enhancing trade efficiency and cooperation among the three nations.  At the start of this text, the reader is introduced to the structure and content of the agreement, including a detailed table of contents that outlines various parts and chapters addressing objectives, definitions, trade treatment, customs procedures, and special sectors like automotive and agriculture. The preamble emphasizes the goals of enhancing cooperation, competitiveness, and sustainable development while reducing trade barriers among the three countries. The opening establishes the foundational principles that underpin the NAFTA agreement, setting the stage for more specific legal agreements and definitions that will be detailed in subsequent sections. (This is an automatically generated summary.)",1053,27.40,1993-11-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/89/pg89.cover.medium.jpg,https://www.gutenberg.org/files/89/89.txt,https://www.gutenberg.org/ebooks/89,
90,The Son of Tarzan,"Burroughs, Edgar Rice",Adventure stories; Fantasy fiction; Tarzan (Fictitious character) -- Fiction,Adventure; Category: Adventure; Category: Novels; Contemporary Reviews; Movie Books,"""The Son of Tarzan"" by Edgar Rice Burroughs is an adventure novel written in 1915. For the first time in the series, the story centers on Tarzan's son Jack rather than Tarzan himself. When Jack discovers his father's secret past and befriends a captive ape, he embarks on a dangerous journey to Africa that transforms him into Korak—""the killer."" In the jungle, he rescues an abused girl named Meriem, and together they survive years of adventure while his parents search desperately for their missing son. (This is an automatically generated summary.)",1277,79.00,1993-11-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/90/pg90.cover.medium.jpg,https://www.gutenberg.org/files/90/90.txt,https://www.gutenberg.org/ebooks/90,
91,Tom Sawyer Abroad,"Twain, Mark","Adventure stories; Americans -- Foreign countries -- Fiction; Balloon ascensions -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",Category: Adventure; Category: American Literature; Category: Humour; Category: Novels,"""Tom Sawyer Abroad"" by Mark Twain is a novel published in 1894. Tom Sawyer, Huckleberry Finn, and Jim accidentally stow away on a futuristic hot air balloon bound for Europe. After the ship's owner falls overboard during a storm, the trio finds themselves sailing solo across uncharted skies. Their journey takes an unexpected turn toward Africa, where they encounter lions, robbers, and ancient wonders like the Pyramids and Sphinx in this parody of Jules Verne-style adventure tales. (This is an automatically generated summary.)",1295,84.20,2004-09-14T00:00:00.000Z,https://www.gutenberg.org/cache/epub/91/pg91.cover.medium.jpg,https://www.gutenberg.org/files/91/91.txt,https://www.gutenberg.org/ebooks/91,
92,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice",Adventure stories; Fantasy fiction; Tarzan (Fictitious character) -- Fiction,Adventure; Category: Adventure; Category: Novels; Movie Books,"""Tarzan and the Jewels of Opar"" by Edgar Rice Burroughs is a novel first published in 1916. Tarzan returns to the lost city of Opar to recover gold from its hidden treasure stockpile after suffering financial losses. But danger follows—a treacherous Belgian officer tracks him, an earthquake leaves him without memory, and the beautiful high priestess La seeks vengeance after he rejects her love again. Meanwhile, Jane has been kidnapped, and an amnesiac Tarzan must navigate intrigue and betrayal while unknowingly carrying Opar's sacred sacrificial knife. (This is an automatically generated summary.)",1158,74.80,1993-12-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/92/pg92.cover.medium.jpg,https://www.gutenberg.org/files/92/92.txt,https://www.gutenberg.org/ebooks/92,
93,"Tom Sawyer, Detective","Twain, Mark","Mystery fiction; Sawyer, Tom (Fictitious character) -- Fiction","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels","""Tom Sawyer, Detective"" by Mark Twain is a novel published in 1896. The story follows Tom Sawyer as he attempts to solve a mysterious murder, serving as a playful parody of the popular detective novels of its era. Narrated by Huck Finn in his distinctive first-person voice, this sequel to Twain's beloved earlier works brings the iconic characters into a new adventure filled with intrigue and suspense in small-town America. (This is an automatically generated summary.)",993,84.80,2004-09-14T00:00:00.000Z,https://www.gutenberg.org/cache/epub/93/pg93.cover.medium.jpg,https://www.gutenberg.org/files/93/93.txt,https://www.gutenberg.org/ebooks/93,
94,Alexander's Bridge,"Cather, Willa",Boston (Mass.) -- Fiction; Bridges -- Design and construction -- Fiction; Civil engineers -- Fiction; London (England) -- Fiction; Married people -- Fiction; Mistresses -- Fiction; Psychological fiction,Category: American Literature; Category: Novels,"""Alexander's Bridge"" by Willa Cather is a novel first published in 1912. Bartley Alexander is a world-renowned bridge builder caught in a midlife crisis. Though married to Winifred in Boston, he rekindles a romance with former lover Hilda Burgoyne in London. Torn between two worlds, Bartley struggles with guilt and honor as his double life unravels. Meanwhile, a bridge project in Canada demands his attention, setting the stage for a devastating convergence of personal and professional crises. (This is an automatically generated summary.)",934,81.90,2006-03-08T00:00:00.000Z,https://www.gutenberg.org/cache/epub/94/pg94.cover.medium.jpg,https://www.gutenberg.org/files/94/94.txt,https://www.gutenberg.org/ebooks/94,
95,The prisoner of Zenda,"Hope, Anthony",Adventure stories; British -- Foreign countries -- Fiction; Impostors and imposture -- Fiction; Kings and rulers -- Fiction; Love stories; Political kidnapping -- Fiction,"Adventure; Best Books Ever Listings; Bestsellers, American, 1895-1923; Category: Adventure; Category: British Literature; Category: Novels; Movie Books","""The Prisoner of Zenda"" by Anthony Hope is an adventure novel published in 1894. When the King of Ruritania is drugged before his coronation, an English tourist who happens to be his lookalike is persuaded to impersonate him. What begins as a temporary political solution becomes dangerous when the king is kidnapped. The Englishman must maintain his royal disguise while navigating palace intrigue, assassination attempts, and forbidden love with Princess Flavia—all while trying to rescue the real king from his captors. (This is an automatically generated summary.)",1794,90.10,2006-01-09T00:00:00.000Z,https://www.gutenberg.org/cache/epub/95/pg95.cover.medium.jpg,https://www.gutenberg.org/files/95/95.txt,https://www.gutenberg.org/ebooks/95,
96,The Monster Men,"Burroughs, Edgar Rice",Fantasy fiction; Science fiction,Category: Adventure; Category: American Literature; Category: Novels; Category: Science-Fiction & Fantasy; Science Fiction,"""The Monster Men"" by Edgar Rice Burroughs is a science fiction novel published in 1913. Professor Arthur Maxon retreats to a remote island in the East Indies to conduct forbidden experiments in creating artificial human life. As he grows increasingly obsessed with perfecting his creations—particularly Number Thirteen—dark forces conspire around him. Pirates, treasure hunters, and his own assistant threaten his daughter Virginia, while the handsome but supposedly soulless Number Thirteen may be her only hope for survival in this Frankenstein-inspired adventure. (This is an automatically generated summary.)",998,73.70,1994-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/96/pg96.cover.medium.jpg,https://www.gutenberg.org/files/96/96.txt,https://www.gutenberg.org/ebooks/96,
97,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",Fourth dimension,Category: British Literature; Category: Novels; Category: Science-Fiction & Fantasy; Mathematics; Science Fiction,"""Flatland: A Romance of Many Dimensions"" by Edwin Abbott Abbott is a satirical novella published in 1884. The story takes place in a two-dimensional world inhabited by geometric shapes, where social status is determined by the number of one's sides. When a Square encounters beings from other dimensions—including a one-dimensional Lineland and a three-dimensional Spaceland—his understanding of reality is profoundly challenged. Through this imaginative premise, Abbott satirizes Victorian class and gender hierarchies while exploring the concept of dimensions beyond human perception. (This is an automatically generated summary.)",1484,60.20,1994-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/97/pg97.cover.medium.jpg,https://www.gutenberg.org/files/97/97.txt,https://www.gutenberg.org/ebooks/97,
98,A Tale of Two Cities,"Dickens, Charles","British -- France -- Paris -- Fiction; Executions and executioners -- Fiction; France -- History -- Revolution, 1789-1799 -- Fiction; French -- England -- London -- Fiction; Historical fiction; London (England) -- History -- 18th century -- Fiction; Lookalikes -- Fiction; Paris (France) -- History -- 1789-1799 -- Fiction; War stories",Category: British Literature; Category: Classics of Literature; Category: Historical Novels; Historical Fiction,"""A Tale of Two Cities"" by Charles Dickens is a historical novel published in 1859. Set in London and Paris during the tumultuous French Revolution, it follows Dr. Alexandre Manette after his mysterious 18-year imprisonment in the Bastille and his reunion with his daughter Lucie. Their lives become entangled with a French aristocrat fleeing his heritage and a dissolute English lawyer who harbors secret devotion. Against the backdrop of revolutionary terror and violence, personal sacrifices and hidden connections shape their intertwined fates. (This is an automatically generated summary.)",31276,78.20,1994-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/98/pg98.cover.medium.jpg,https://www.gutenberg.org/files/98/98.txt,https://www.gutenberg.org/ebooks/98,
99,Collected Articles of Frederick Douglass,"Douglass, Frederick","African American abolitionists; Douglass, Frederick, 1818-1895; Essays; Reconstruction (U.S. history, 1865-1877); Slavery","African American Writers; Category: Biographies; Category: Essays, Letters & Speeches; Category: History - American; Slavery","""Collected Articles of Frederick Douglass"" by Frederick Douglass is a collection of historical writings and narratives that delve into the author's experiences and reflections on slavery, freedom, and Reconstruction during the mid to late 19th century. The book includes significant pieces, such as ""My Escape from Slavery,"" which recounts Douglass's daring flight to freedom, and his thoughts on the Reconstruction period in the United States following the Civil War. This collection provides a crucial insight into the struggles for civil rights and the fight against the societal and political ramifications of slavery.  In ""My Escape from Slavery,"" Douglass shares the intricate details of his escape from Maryland to freedom, describing the fears and dangers he faced, including the constant threat of recapture. He highlights the aid of safe individuals and his clever use of disguises to evade detection. Following this account, the article ""Reconstruction"" discusses the pressing issues of post-war America, emphasizing the importance of rebuilding the nation on principles of equality and justice. Douglass argues for the need to establish a government that truly represents all citizens—regardless of race—while stressing that the legacy of slavery continues to influence societal structures and attitudes. His powerful narratives serve as an eloquent reminder of the ongoing fight for human rights and the responsibilities of governance in creating a just society. (This is an automatically generated summary.)",1129,63.70,1994-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/99/pg99.cover.medium.jpg,https://www.gutenberg.org/files/99/99.txt,https://www.gutenberg.org/ebooks/99,
100,The Complete Works of William Shakespeare,"Shakespeare, William","English drama -- Early modern and Elizabethan, 1500-1600",Category: British Literature; Category: Classics of Literature; Category: Plays/Films/Dramas; Category: Poetry; Plays,"""The Complete Works of William Shakespeare"" by William Shakespeare is a comprehensive collection containing all of Shakespeare's plays and poems. This standard volume gathers the playwright's entire output, including histories, tragedies, and comedies that have shaped literature for centuries. Some editions feature collaborative works with other writers, though their authorship remains debated. Published by numerous academic presses and major publishers, these collected editions have become prized possessions for book collectors, often released in luxurious leather-bound formats that preserve Shakespeare's timeless literary legacy. (This is an automatically generated summary.)",74616,83.00,1994-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/100/pg100.cover.medium.jpg,https://www.gutenberg.org/files/100/100.txt,https://www.gutenberg.org/ebooks/100,
